2019-09-29 21.18.18 2143620498159075611_대림미술관.jpg;오늘 날씨두 좋구하여 윗동네로 마실#9월의마지막주말 #대림미술관 #하이메아욘 #SERIOUSFUN
2019-10-13 16.33.41 2153624106808340107_대림미술관.jpg;...#하이메아욘#jaimehayon ..#일곱가지숨겨진사연 ..#대림미술관#daerimmuseum.모든 꿈을 현실로 만들어내다!
2019-10-13 16.33.41 2153624109131859501_대림미술관.jpg;...#하이메아욘#jaimehayon ..#일곱가지숨겨진사연 ..#대림미술관#daerimmuseum.모든 꿈을 현실로 만들어내다!
2019-10-13 16.38.17 2153626416317925025_대림미술관.jpg;...#대림미술관#행복한시간❤️.#오랜만에즐기는#눈호강😍.#전시회스타그램 .#gallery #daerimmuseum
2019-10-13 16.38.17 2153626418431670357_대림미술관.jpg;...#대림미술관#행복한시간❤️.#오랜만에즐기는#눈호강😍.#전시회스타그램 .#gallery #daerimmuseum
2019-10-13 16.39.39 2153627108529006628_대림미술관.jpg;오랫만에 알찬 전시 #하이메아욘 #숨겨진일곱가지사연 #seriousfun #대림미술관
2019-10-13 16.39.39 2153627108545814365_대림미술관.jpg;오랫만에 알찬 전시 #하이메아욘 #숨겨진일곱가지사연 #seriousfun #대림미술관
2019-10-13 16.39.39 2153627111565645642_대림미술관.jpg;오랫만에 알찬 전시 #하이메아욘 #숨겨진일곱가지사연 #seriousfun #대림미술관
2019-10-13 16.47.08 2153630878009847850_대림미술관.jpg;유학생활동안 좋은 사람들을 많이 알게된것도 내 삶의 큰 축복중 하나 인것같다🥰
2019-10-13 16.47.15 2153630933785563432_대림미술관.jpg;주말.집에서 가까운 경복궁옆 대림미술관.애들도 재밌어해서 굳!...#서울 #서대문구 #경복궁 옆 #대림미술관#딸스타그램  #아들스타그램
2019-10-13 16.47.15 2153630933802341934_대림미술관.jpg;주말.집에서 가까운 경복궁옆 대림미술관.애들도 재밌어해서 굳!...#서울 #서대문구 #경복궁 옆 #대림미술관#딸스타그램  #아들스타그램
2019-10-13 16.47.15 2153630933819084627_대림미술관.jpg;주말.집에서 가까운 경복궁옆 대림미술관.애들도 재밌어해서 굳!...#서울 #서대문구 #경복궁 옆 #대림미술관#딸스타그램  #아들스타그램
2019-10-13 16.47.15 2153630933835965865_대림미술관.jpg;주말.집에서 가까운 경복궁옆 대림미술관.애들도 재밌어해서 굳!...#서울 #서대문구 #경복궁 옆 #대림미술관#딸스타그램  #아들스타그램
2019-10-13 16.47.15 2153630933844315459_대림미술관.jpg;주말.집에서 가까운 경복궁옆 대림미술관.애들도 재밌어해서 굳!...#서울 #서대문구 #경복궁 옆 #대림미술관#딸스타그램  #아들스타그램
2019-10-13 16.47.15 2153630933852647429_대림미술관.jpg;주말.집에서 가까운 경복궁옆 대림미술관.애들도 재밌어해서 굳!...#서울 #서대문구 #경복궁 옆 #대림미술관#딸스타그램  #아들스타그램
2019-10-13 16.47.15 2153630933861061951_대림미술관.jpg;주말.집에서 가까운 경복궁옆 대림미술관.애들도 재밌어해서 굳!...#서울 #서대문구 #경복궁 옆 #대림미술관#딸스타그램  #아들스타그램
2019-10-13 16.47.15 2153630936352459291_대림미술관.jpg;주말.집에서 가까운 경복궁옆 대림미술관.애들도 재밌어해서 굳!...#서울 #서대문구 #경복궁 옆 #대림미술관#딸스타그램  #아들스타그램
2019-10-13 16.47.23 2153631000532529360_대림미술관.jpg;..Patterns.
2019-10-13 16.59.02 2153636860068670872_대림미술관.jpg;.재미있옸다19.10.12
2019-10-13 16.59.02 2153636860085566138_대림미술관.jpg;.재미있옸다19.10.12
2019-10-13 16.59.02 2153636860093875960_대림미술관.jpg;.재미있옸다19.10.12
2019-10-13 16.59.02 2153636860110711698_대림미술관.jpg;.재미있옸다19.10.12
2019-10-13 16.59.02 2153636860110826213_대림미술관.jpg;.재미있옸다19.10.12
2019-10-13 16.59.02 2153636860118983506_대림미술관.jpg;.재미있옸다19.10.12
2019-10-13 16.59.02 2153636860127356203_대림미술관.jpg;.재미있옸다19.10.12
2019-10-13 16.59.02 2153636860127553462_대림미술관.jpg;.재미있옸다19.10.12
2019-10-13 16.59.02 2153636862157475825_대림미술관.jpg;.재미있옸다19.10.12
2019-10-13 17.09.39 2153642205138811013_대림미술관.jpg;#1128days #어제-티켓끊어놓고는 전시막바지에 다다른 이제서야 둘러보게되었는데전시를 눈으로 본건지 코로 본건지 모르겟다🙄-#은수의감상평이재미있었으나#엄마는혼자다시다녀올게🙏🏻#대림미술관 #하이메아욘
2019-10-13 17.09.39 2153642205147111592_대림미술관.jpg;#1128days #어제-티켓끊어놓고는 전시막바지에 다다른 이제서야 둘러보게되었는데전시를 눈으로 본건지 코로 본건지 모르겟다🙄-#은수의감상평이재미있었으나#엄마는혼자다시다녀올게🙏🏻#대림미술관 #하이메아욘
2019-10-13 17.09.39 2153642207370147523_대림미술관.jpg;#1128days #어제-티켓끊어놓고는 전시막바지에 다다른 이제서야 둘러보게되었는데전시를 눈으로 본건지 코로 본건지 모르겟다🙄-#은수의감상평이재미있었으나#엄마는혼자다시다녀올게🙏🏻#대림미술관 #하이메아욘
2019-10-13 17.15.07 2153644958018478756_대림미술관.jpg;가을날엔 호호 불며 먹어야 제맛 에그인헬.. 맥주를 부르는 맛#휘겔리 #에그인헬 #대림미술관 #경복궁#광화문 #스텔라
2019-10-13 17.25.54 2153650388805152334_대림미술관.jpg;오랜만에 자유시간 #대림미술관 #굿즈쇼핑 #물욕 #힐링 #너무이쁨
2019-10-13 17.25.54 2153650388830316853_대림미술관.jpg;오랜만에 자유시간 #대림미술관 #굿즈쇼핑 #물욕 #힐링 #너무이쁨
2019-10-13 17.25.54 2153650388838764918_대림미술관.jpg;오랜만에 자유시간 #대림미술관 #굿즈쇼핑 #물욕 #힐링 #너무이쁨
2019-10-13 17.25.54 2153650391221014539_대림미술관.jpg;오랜만에 자유시간 #대림미술관 #굿즈쇼핑 #물욕 #힐링 #너무이쁨
2019-10-13 17.58.43 2153666901854535366_대림미술관.jpg;한적한 곳에서 여유롭게 커피한잔 하려고 찾은 곳 #h라운지 피자는 순식간에 없어짐😂..#대림미술관 #테라스카페 #루꼴라피자
2019-10-13 17.58.43 2153666901879707513_대림미술관.jpg;한적한 곳에서 여유롭게 커피한잔 하려고 찾은 곳 #h라운지 피자는 순식간에 없어짐😂..#대림미술관 #테라스카페 #루꼴라피자
2019-10-13 17.58.43 2153666901888172684_대림미술관.jpg;한적한 곳에서 여유롭게 커피한잔 하려고 찾은 곳 #h라운지 피자는 순식간에 없어짐😂..#대림미술관 #테라스카페 #루꼴라피자
2019-10-13 17.58.43 2153666901913317076_대림미술관.jpg;한적한 곳에서 여유롭게 커피한잔 하려고 찾은 곳 #h라운지 피자는 순식간에 없어짐😂..#대림미술관 #테라스카페 #루꼴라피자
2019-10-13 17.58.43 2153666901921701543_대림미술관.jpg;한적한 곳에서 여유롭게 커피한잔 하려고 찾은 곳 #h라운지 피자는 순식간에 없어짐😂..#대림미술관 #테라스카페 #루꼴라피자
2019-10-13 17.58.43 2153666901946739566_대림미술관.jpg;한적한 곳에서 여유롭게 커피한잔 하려고 찾은 곳 #h라운지 피자는 순식간에 없어짐😂..#대림미술관 #테라스카페 #루꼴라피자
2019-10-13 17.58.43 2153666901980446316_대림미술관.jpg;한적한 곳에서 여유롭게 커피한잔 하려고 찾은 곳 #h라운지 피자는 순식간에 없어짐😂..#대림미술관 #테라스카페 #루꼴라피자
2019-10-13 17.58.43 2153666904614326485_대림미술관.jpg;한적한 곳에서 여유롭게 커피한잔 하려고 찾은 곳 #h라운지 피자는 순식간에 없어짐😂..#대림미술관 #테라스카페 #루꼴라피자
2019-10-13 17.59.12 2153667142642782659_대림미술관.jpg;첫 전시회.대림 미술관 ✌🏻...............................#종로 #경복궁 #대림미술관 #전시회 #하이메아욘 #그림자극장 #전시회추천 #전시회스타그램 #미술관 #인생샷 #종로3가 #동심 #팔로우반사 #팔로우늘리기 #팔로우환영 #선팔하면맞팔 #선팔맞팔 #선팔하면맞팔가요 #f4f #첫전시회 #포즈 #daily #색다른 #꿀잼 #전시회관람 #서울전시회
2019-10-13 17.59.12 2153667142659344097_대림미술관.jpg;첫 전시회.대림 미술관 ✌🏻...............................#종로 #경복궁 #대림미술관 #전시회 #하이메아욘 #그림자극장 #전시회추천 #전시회스타그램 #미술관 #인생샷 #종로3가 #동심 #팔로우반사 #팔로우늘리기 #팔로우환영 #선팔하면맞팔 #선팔맞팔 #선팔하면맞팔가요 #f4f #첫전시회 #포즈 #daily #색다른 #꿀잼 #전시회관람 #서울전시회
2019-10-13 17.59.12 2153667142667769321_대림미술관.jpg;첫 전시회.대림 미술관 ✌🏻...............................#종로 #경복궁 #대림미술관 #전시회 #하이메아욘 #그림자극장 #전시회추천 #전시회스타그램 #미술관 #인생샷 #종로3가 #동심 #팔로우반사 #팔로우늘리기 #팔로우환영 #선팔하면맞팔 #선팔맞팔 #선팔하면맞팔가요 #f4f #첫전시회 #포즈 #daily #색다른 #꿀잼 #전시회관람 #서울전시회
2019-10-13 17.59.12 2153667142667872412_대림미술관.jpg;첫 전시회.대림 미술관 ✌🏻...............................#종로 #경복궁 #대림미술관 #전시회 #하이메아욘 #그림자극장 #전시회추천 #전시회스타그램 #미술관 #인생샷 #종로3가 #동심 #팔로우반사 #팔로우늘리기 #팔로우환영 #선팔하면맞팔 #선팔맞팔 #선팔하면맞팔가요 #f4f #첫전시회 #포즈 #daily #색다른 #꿀잼 #전시회관람 #서울전시회
2019-10-13 17.59.12 2153667142676317870_대림미술관.jpg;첫 전시회.대림 미술관 ✌🏻...............................#종로 #경복궁 #대림미술관 #전시회 #하이메아욘 #그림자극장 #전시회추천 #전시회스타그램 #미술관 #인생샷 #종로3가 #동심 #팔로우반사 #팔로우늘리기 #팔로우환영 #선팔하면맞팔 #선팔맞팔 #선팔하면맞팔가요 #f4f #첫전시회 #포즈 #daily #색다른 #꿀잼 #전시회관람 #서울전시회
2019-10-13 17.59.12 2153667145444471847_대림미술관.jpg;첫 전시회.대림 미술관 ✌🏻...............................#종로 #경복궁 #대림미술관 #전시회 #하이메아욘 #그림자극장 #전시회추천 #전시회스타그램 #미술관 #인생샷 #종로3가 #동심 #팔로우반사 #팔로우늘리기 #팔로우환영 #선팔하면맞팔 #선팔맞팔 #선팔하면맞팔가요 #f4f #첫전시회 #포즈 #daily #색다른 #꿀잼 #전시회관람 #서울전시회
2019-10-13 18.01.20 2153668217984290677_대림미술관.jpg;...#서촌나들이#사촌자매#나는친자매#대림미술관
2019-10-13 18.01.20 2153668218001120945_대림미술관.jpg;...#서촌나들이#사촌자매#나는친자매#대림미술관
2019-10-13 18.01.20 2153668218001254811_대림미술관.jpg;...#서촌나들이#사촌자매#나는친자매#대림미술관
2019-10-13 18.01.20 2153668218009577935_대림미술관.jpg;...#서촌나들이#사촌자매#나는친자매#대림미술관
2019-10-13 18.01.20 2153668218017815588_대림미술관.jpg;...#서촌나들이#사촌자매#나는친자매#대림미술관
2019-10-13 18.01.20 2153668218017815880_대림미술관.jpg;...#서촌나들이#사촌자매#나는친자매#대림미술관
2019-10-13 18.01.20 2153668218026213584_대림미술관.jpg;...#서촌나들이#사촌자매#나는친자매#대림미술관
2019-10-13 18.01.20 2153668218043096456_대림미술관.jpg;...#서촌나들이#사촌자매#나는친자매#대림미술관
2019-10-13 18.01.20 2153668218043208936_대림미술관.jpg;...#서촌나들이#사촌자매#나는친자매#대림미술관
2019-10-13 18.01.20 2153668221079770773_대림미술관.jpg;...#서촌나들이#사촌자매#나는친자매#대림미술관
2019-10-13 18.10.46 2153672969744851466_대림미술관.jpg;"#하이메아욘 #대림미술관 #예술 #미술관옆집 예술은 어렵다 봐도 잘모르겠다;;"
2019-10-13 18.10.46 2153672969761619505_대림미술관.jpg;"#하이메아욘 #대림미술관 #예술 #미술관옆집 예술은 어렵다 봐도 잘모르겠다;;"
2019-10-13 18.10.46 2153672969761794342_대림미술관.jpg;"#하이메아욘 #대림미술관 #예술 #미술관옆집 예술은 어렵다 봐도 잘모르겠다;;"
2019-10-13 18.10.46 2153672969770206545_대림미술관.jpg;"#하이메아욘 #대림미술관 #예술 #미술관옆집 예술은 어렵다 봐도 잘모르겠다;;"
2019-10-13 18.10.46 2153672969778432397_대림미술관.jpg;"#하이메아욘 #대림미술관 #예술 #미술관옆집 예술은 어렵다 봐도 잘모르겠다;;"
2019-10-13 18.10.46 2153672969786968915_대림미술관.jpg;"#하이메아욘 #대림미술관 #예술 #미술관옆집 예술은 어렵다 봐도 잘모르겠다;;"
2019-10-13 18.10.46 2153672969979822298_대림미술관.jpg;"#하이메아욘 #대림미술관 #예술 #미술관옆집 예술은 어렵다 봐도 잘모르겠다;;"
2019-10-13 18.10.46 2153672972563426279_대림미술관.jpg;"#하이메아욘 #대림미술관 #예술 #미술관옆집 예술은 어렵다 봐도 잘모르겠다;;"
2019-10-13 18.15.01 2153675107112285994_대림미술관.jpg;☝️쉿! 일요일 저녁,오가던 사람들의 발걸음이 잦아지고 미술관 문이 닫히고 나면-아무도 없는 틈을 타, 그들만의 시간에 그들은 어떤 대화를 나눌까요?-그들을 위해월요일인 내일은 잠시 쉬어가고, 우리 화요일에 다시 만나요. 👋-#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #daelimmuseum #JaimeHayon #SeriousFun
2019-10-13 18.18.08 2153676676269960229_대림미술관.jpg;마요니가 아닌 아욘 전시회 🃏🧐드라마때문에 새롭게 보이는 경복궁 🤓#그림자가예쁘다#아요니다 #하이메아욘 #대림미술관 #경복궁 #코너스테이크 #핵맛 #핵맛탱 #골목식당
2019-10-13 18.18.08 2153676676278404352_대림미술관.jpg;마요니가 아닌 아욘 전시회 🃏🧐드라마때문에 새롭게 보이는 경복궁 🤓#그림자가예쁘다#아요니다 #하이메아욘 #대림미술관 #경복궁 #코너스테이크 #핵맛 #핵맛탱 #골목식당
2019-10-13 18.18.08 2153676676286721920_대림미술관.jpg;마요니가 아닌 아욘 전시회 🃏🧐드라마때문에 새롭게 보이는 경복궁 🤓#그림자가예쁘다#아요니다 #하이메아욘 #대림미술관 #경복궁 #코너스테이크 #핵맛 #핵맛탱 #골목식당
2019-10-13 18.18.08 2153676676295269060_대림미술관.jpg;마요니가 아닌 아욘 전시회 🃏🧐드라마때문에 새롭게 보이는 경복궁 🤓#그림자가예쁘다#아요니다 #하이메아욘 #대림미술관 #경복궁 #코너스테이크 #핵맛 #핵맛탱 #골목식당
2019-10-13 18.18.08 2153676676311825457_대림미술관.jpg;마요니가 아닌 아욘 전시회 🃏🧐드라마때문에 새롭게 보이는 경복궁 🤓#그림자가예쁘다#아요니다 #하이메아욘 #대림미술관 #경복궁 #코너스테이크 #핵맛 #핵맛탱 #골목식당
2019-10-13 18.18.08 2153676676312053059_대림미술관.jpg;마요니가 아닌 아욘 전시회 🃏🧐드라마때문에 새롭게 보이는 경복궁 🤓#그림자가예쁘다#아요니다 #하이메아욘 #대림미술관 #경복궁 #코너스테이크 #핵맛 #핵맛탱 #골목식당
